1009,stand,2019-02-08 16:37:19.394,00:00:30
1009,sit,2019-02-08 16:37:53.442,00:00:31
1009,stand,2019-02-08 16:38:28.945,00:00:30
1009,sleep,2019-02-08 16:39:07.178,00:00:30
1009,sit,2019-02-08 16:39:43.810,00:00:30
1009,sleep,2019-02-08 16:40:21.363,00:00:30
1009,stand,2019-02-08 16:40:57.352,00:00:30
1009,walk,2019-02-08 16:43:36.858,00:00:34
1009,walk,2019-02-08 16:44:16.215,00:00:31
1009,upstairs,2019-02-08 16:45:18.383,00:00:21
1009,downstairs,2019-02-08 16:45:43.819,00:00:18
1009,upstairs,2019-02-08 16:46:29.806,00:00:18
1009,downstairs,2019-02-08 16:46:51.156,00:00:21
