1001,ยืน,2562-01-14 14:52:31.027,00:00:30
1001,นั่ง,2562-01-14 14:53:07.042,00:00:30
1001,ยืน,2562-01-14 14:53:39.401,00:00:30
1001,ไม่ระบุ,2562-01-14 14:54:44.531,00:00:02
1001,นอน,2562-01-14 14:55:14.564,00:00:30
1001,นั่ง,2562-01-14 14:55:52.281,00:00:30
1001,นอน,2562-01-14 14:56:28.151,00:00:30
1001,ยืน,2562-01-14 14:57:06.583,00:00:30
1001,เดิน,2562-01-14 14:59:11.235,00:01:00
1001,ลงบันได,2562-01-14 15:01:41.071,00:00:13
1001,ขึ้นบันได,2562-01-14 15:01:57.858,00:00:19
1001,ลงบันได,2562-01-14 15:02:21.389,00:00:21
1001,ขึ้นบันได,2562-01-14 15:02:45.769,00:00:20
555,sleep,2019-01-14 15:08:11.560,00:00:01
1002,stand,2019-01-14 15:19:07.939,00:00:30
1002,sit,2019-01-14 15:19:44.808,00:00:30
1002,stand,2019-01-14 15:20:19.176,00:00:30
1002,sleep,2019-01-14 15:21:05.244,00:00:30
1002,sit,2019-01-14 15:21:43.087,00:00:30
1002,sleep,2019-01-14 15:22:20.128,00:00:29
1002,stand,2019-01-14 15:22:56.993,00:00:30
1002,walk,2019-01-14 15:23:43.491,00:00:30
1002,walk,2019-01-14 15:24:19.443,00:00:25
1002,downstairs,2019-01-14 15:25:20.240,00:00:16
1002,upstairs,2019-01-14 15:25:40.260,00:00:14
1002,downstairs,2019-01-14 15:25:57.659,00:00:14
1002,upstairs,2019-01-14 15:26:14.168,00:00:15
